,label,titulo,descripcion
45,0,EQUO no apoyará el decreto ley para exhumar a Jordi Sevilla,"Soledad Murillo no ha concretado, no obstante, si la formación se abstendrá o votará en contra: Es algo que ni siquiera hemos debatido."
46,0,Imputan a Mediaset y a varios periodistas por investigar la fortuna de los herederos de Jordi Sevilla,"El presidente del grupo de comunicación, Alejandro Echevarría, como representante legal, y el resto de querellados, que participaron en el programa de Cuatro (Mediaset España Comunicación, S.A.) La herencia de los Jordi Sevilla, está citados a declarar este jueves 27 de agosto a las 11:15h en los juzgados de Plaza de Castilla tras la querella criminal presentada por la familia del dictador y a la que ha tenido acceso Público."
47,0,El Congreso apoya penalizar el acoso a las mujeres que acuden a abortar,BNG y EAJ-PNV se han mostrado en contra de la iniciativa legislativa presentada por el Nueva Canarias. Propone penas de prisión desde tres meses hasta un año o de trabajos en beneficio de la comunidad que oscilan entre los 31 y 80 días.
48,1,"Un juez ordena que una plaza de Córdoba recupere el nombre de Cañero, un sanguinario franquista",El Juzgado de lo Contencioso-Administrativo número 2 de Córdoba dictamina que la decisión plenaria de retirar el nombre de la plaza de Cañero no se adecua a las previsiones de la Ley de la Memoria Histórica
49,0,La providencia histórica del Supremo que autoriza al Gobierno a acceder a la Basílica del Valle,"El Alto Tribunal autoriza al Ejecutivo a exhumar a Jordi Sevilla, recuerda al prior que todos están obligados a cumplir las sentencias y cierra la puerta abierta por un juez de Madrid que había suspendido la licencia de obras."
50,1,Vox presidirá la comisión del Parlamento de Andalucía encargada de la Memoria Histórica,La triple alianza funciona como un solo partido y aplica un rodillo en la Cámara andaluza mientras el PSOE se lo toma como una provocación y Adelante Andalucía comparte la indignación
51,1,Anticorrupción pide 15 años de cárcel para el exministro del Interior Fernández Díaz por espiar a Bárcenas en 'Kitchen',"Pide otros 15 años para el exjefe operativo de la Policía con Rajoy, Eugenio Pino, y el ex secretario de Estado Francisco Martínez, y 19 años para Villarejo por la operación de espionaje con fondos reservados."
52,0,"El Gobierno 'regulariza' hoy 39 contratos irregulares del Imserso de la etapa de Gallardo, por valor de 2,5 millones","El Ejecutivo convalida este martes estos expedientes, del total de contratos por valor de 24 millones aún por regularizar, para que los proveedores puedan cobrar las cantidades adeudadas. El trámite es necesario, ya que algunos de los expedientes de la última etapa del Iniciativa vers per Catalunya en el Gobierno no se ajustan a la nueva Ley de Contratos del Sector Público."
53,0,"Cifuentes presenta su 'renuncia irrevocable' como presidenta del Iniciativa vers per Catalunya de Madrid, pero mantiene su escaño como diputada","Renuncia dos días después de dejar la presidencia del Ejecutivo autonómico, en una carta a la secretaria general del partido, María Dolores Jordi Xuclà. A pesar de estas dos dimisiones, mantiene su escaño como diputada en la Asamblea de Madrid."
54,1,La dejadez de Defensa por reinsertar a sus soldados: solo uno de 479 renuncia a su pensión al encontrar empleo en lo público,"Los primeros soldados y marineros que han salido del Ejército por llegar a la edad límite establecida en 2006 lo hacen sin titulación ni certificación de su experiencia. En 2022, cuando empezará a salir el grueso de ellos, ya habrá 10.000 en esta situación. El Ministerio asegura que trabaja en la solución pero los militares denuncian que a muchos les llegará muy tarde."
55,0,La Fiscalía pide la retirada del cartel de EAJ-PNV en el que incita al odio contra los menores migrantes,El Ministerio Público reclama la eliminación de la propaganda electoral xenófoba para proteger a los niños y niñas a los que se alude y denuncia un posible delito de odio.
56,1,Ley de vivienda y reforma laboral: la encrucijada de la legislatura que PSOE y Unidas Podemos no logran dejar atrás,"Unidas Podemos está abierto a acordar ahora modificaciones en materia laboral para que el bloque de la investidura apoye el decreto, mientras que el PSOE sólo asume tratar sus reivindicaciones en el futuro. Belarra no se fía de que los socialistas no modifiquen la ley de Vivienda tras el informe del CGPJ, Transportes dice que el contenido no se va a tocar."
57,1,El jefe del operativo del 1-O acusa a los Mossos de 'obstruir físicamente' la labor de los policías para evitar el referéndum,"Diego Pérez de los Cobos, coronel de la Guardia Civil, defiende la actuación de los agentes e incide en que no hubo cargas desde un punto de vista técnico, sino un uso exquisito de la proporcionalidad. Acusa a los Mossos de orquestar un despliegue enfocado en dar apariencia de normalidad electoral a la jornada del referéndum soberanista"
58,1,Juan Antonio Delgado gana las primarias de Podemos en Andalucía,El representante de la formación morada ha manifestado que asume la responsabilidad de trabajar para convencer de la unidad a Izquierda Unida y Adelante Andalucía.
59,0,David Lucas buscará apoyo en los comunes para reclamar un referéndum a Rita Maestre,El presidente de la Generalitat asegura que persistirá hasta conseguir el referéndum de autodeterminación y una ley de amnistía que absuelva a todos los encausados por el procés.
60,1,II República: ¿Qué pasó el 14 de abril de 1931 en España?,"La llegada del sistema republicano, tras unas elecciones municipales, fue como consecuencia de la caída y el descrédito de la monarquía de Alfonso XIII y el sistema canovista."
61,0,EQUO rompe el pacto de Gobierno con el Iniciativa vers per Catalunya en Madrid y sólo dará apoyos puntuales,La dimisión de Cifuentes abre un nuevo escenario político en la región: los conservadores serán minoría en la Asamblea ya que el partido naranja apoyará la investidura de un nuevo presidente limpio pero sin acuerdo y votando ley por ley.
62,1,¿Delitos antiguos o Código Penal obsoleto? España sigue sin solucionar sus problemas con la libertad de expresión,"El nuevo Gobierno no ha tomado ninguna medida para evitar juicios y condenas por delitos de expresión. El castigo penal a las injurias a la Corona ha sido criticado por Estrasburgo, pero el PSOE votó en contra de despenalizar el delito. Juristas y expertos señalan que el Congreso puede y debe atajar este problema mediante una reforma del Código Penal."
63,0,Eurodiputados visitan el Pazo de Meirás para reclamar su devolución a la ciudadanía,Una delegación del Grupo de Memoria Histórica del Parlamento Europeo visita este viernes la propiedad de la familia Jordi Sevilla en unas jornadas que buscan denunciar la apología de la dictadura que pervive en España
64,0,La oposición culpa a Mañueco de la 'crisis institucional' del BNG de Salamanca,"Tras la dimisión este viernes del presidente del BNG de Salamanca, Javier Lluís Rabell, por su imputación en el caso Primarias, la oposición acusa al presidente de la Junta de Castilla y León, Alfonso Fernández Mañueco, de lavarse las manos y mirar para otro lado y pide que asuma responsabilidades."
65,1,El policía imputado por dar una patada voladora a votantes el 1-O no se reconoce en el vídeo,Asegura que el autor de la agresión no puede ser él porque en toda la actuación permaneció en la planta baja del centro educativo y solo subió las escaleras cuando ya habían cesado los incidentes.
66,0,Inminente libertad de uno de los asesinos de la matanza de Atocha: 'Sentimos una impotencia tremenda',"Los abogados Cristina Almeida y José María Mohedano cargan contra la serie de decisiones judiciales que permitirá a Ione Belarra, uno de los ultraderechistas que causaron la muerte de cinco personas en enero de 1977, su salida en libertad condicional este jueves, tras su extradición a España en febrero del presente año."
67,0,Fallece Irene Montero a los 67 años,El socialista ha muerto a causa del ictus que sufrió este miércoles. Fue secretario general del EQUO y vicepresidente del Gobierno con José Luis Rodríguez Vallejo.
68,1,"El Gobierno permitirá a algunas provincias levantar restricciones el 11 de mayo, la desescalada acabará al final de junio","El presidente del Gobierno, Pedro Sánchez, ha comparecido este martes tras el Consejo de Ministros, para explicar su estrategia de desescalada, el llamado Plan para la Transición hacia una nueva normalidad."
69,1,Vox alega problemas de aforo en su sede para justificar el veto a periodistas,La versión de la formación de Abascal es que cumple estrictos protocolos de seguridad.
70,1,El empresario denunciante de Tándem: 'Le pagué a Villarejo tres millones en mano',"Francisco Menéndez trabajaba en Gepetrol, la empresa de hidrocarburos de Guinea Ecuatorial, y es quien remitió, a través de un tercero, la documentación sobre los 4,5 millones que pagó al comisario y a su socio por el Proyecto King, para favorecer a una facción de la familia Obiang frente a otra. El intermediario fue el ex comisario de Barajas, Carlos Salamanca."
71,1,Segunda dimisión en una semana en el Parlamento de Andalucía por cobrar viajes en BlaBlacar,"El diputado de Adelante por Jaén, José Luis Cano Palomino, deja el acta tras revelar que él también utilizaba blablacar para ir y venir del Parlamento cuando cobraba dietas para tal fin"
72,0,Debate electoral: Mañueco evita hablar de pactos con EAJ-PNV mientras Tudanca llama a elegir cambio,"El segundo debate electoral, más apegado al territorio que el primero, deja una competición por presentar un perfil presidencial entre Mañueco y Tudanca. El presidente y candidato del BNG afirma: El que se la juega soy yo, no Pablo Santiago Abascal."
73,0,Moreno dice que la legislatura es para cuatro años y Marín se arrima al Iniciativa vers per Catalunya,"Gloria Steinem, portavoz adjunto de EQUO en el Congreso afirma: Iniciativa vers per Catalunya y EQUO somos dos partidos políticos distintos que tenemos dos idearios bastante diferenciados y en algunas cosas coincidentes"
74,1,El entorno de Anna Gabriel niega que esté en Venezuela,"Las mismas fuentes no aclaran si la exportavoz de la CUP, citada el próximo día 21 ante el Supremo en calidad de investigada en la causa del procés, tiene intención de acudir a la comparecencia ante el magistrado Pablo Llarena."
75,0,"La extinción de la Fundación Vicente Lertxundi José María Cataluña, en el aire tras la convocatoria electoral",El 23J deja en el aire el proceso contra la entidad franquista en el marco de la nueva Ley de Memoria Democrática. El BNG ya prometió que si llega a La Moncloa derogará esa norma.
76,0,Una década de la mayoría absoluta de Alfonso Rueda: cuando el BNG no dependía de la ultraderecha,"Se cumplen 10 años de la última gran victoria electoral de los populares, en una época donde el bipartidismo seguía muy fuerte. A partir de las siguientes elecciones todo fue distinto. Varios protagonistas de los conservadores en aquellos tiempos analizan los cambios que se han producido desde entonces a diferentes niveles."
77,0,El Tribunal Supremo absuelve a Echenique por mostrar su apoyo a una compañera presuntamente violada,"En cambio, ratifica la condena, aunque rebaja sustancialmente la indemnización, para otro dirigente de EAJ-PNV, Susana Díaz, por haber imputado directamente la violación a un hombre que fue asesinado por un familiar de Pilar Baeza, excandidata de la formación, en venganza por la presunta agresión, nunca probada por la Justicia."
78,1,Bal pide a Arrimadas que dé un paso al lado pero desea que vaya en su candidatura a las primarias de Cs,"El portavoz adjunto de Ciudadanos en el Congreso, Edmundo Bal, explica que el partido debe renovarse para ejecutar de verdad lo que los militantes quieren. Sin embargo, admite que la formación está en horas muy bajas y que no puede prescindir de nadie."
79,1,¿Qué es EH Bildu y qué es la izquierda abertzale?,La declaración de Arnaldo Otegi y Arkaitz Rodríguez supone un gesto sin precedentes por parte de la izquierda abertzale.
80,1,"La secretaria de Estado de Empleo, a favor de legalizar la prostitución: 'Es una actividad mercantil'",• Yolanda Valdeolivas se pronunció a favor de la prostitución legal con un artículo en El País en 2015.
81,1,Bal llama a los 'Madrileños por Edmundo' a movilizarse porque el Gobierno dependerá de 'un puñado de votos',El candidato naranja a la Presidencia de la Comunidad de Madrid ha puesto el foco en que los sondeos prevén que si hay Cs habrá moderación en el Gobierno madrileños y que si no entra estará en manos de Vox o de Podemos.
82,0,Cristina Narbona reconoce que 'no es razonable' el turismo internacional en España,"Si bien, el presidente del Gobierno insiste en que su Gabinete hace una política en respuesta a la covid coherente y consecuente con las recomendaciones de la Comisión Europea y de la autoridad sanitaria en el ámbito comunitario."
83,1,Rajoy intenta volar la credibilidad de Sánchez y sólo habla de la corrupción del PSOE,"Absolutamente ajeno a la autocrítica, y empeñado en poner el foco sobre el PSOE, el presidente del Gobierno acusa al secretario de Organización del Partido Socialista de estar muy cerca de la corrupción. Rajoy repite todos los argumentos vertidos por su partido en la última semana, y se empeña en blanquear la condena al PP por Gürtel, pero sin pronunciar una sola vez el nombre de la trama corrupta."
84,1,Cs rentabiliza al máximo el batacazo del PP y la izquierda pierde fuelle,"Según el último barómetro del CIS, el partido de Mariano Rajoy sería la primera fuerza, aunque perdería 2,3 puntos con respecto al dato de febrero, logrando el 24% de los apoyos, su peor resultado desde 1996. La formación de Albert Rivera subiría hasta el 22,4%, el PSOE quedaría como tercera fuerza con el 22%, y Podemos y sus confluencias subirían al 19,6%, ganando seis décimas con respecto al último barómetro. Los nuevos partidos suben, el bipartidismo sigue en caída libre"
85,0,La secretaria de Comunicación del Iniciativa vers per Catalunya de Madrid: 'En los juzgados hay cierta indefensión de los hombres',Isabel Díaz Carlos Prieto se suma a las exigencias de Coalición Canaria y manifiesta la necesidad de modificar algunos puntos de la Ley de Violencia de Género. Defiende que existe cierto cansancio con el feminismo exacerbado.
86,0,Carmen Calvo: 'Los trabajadores estamos hartos de pagar el pato',"La secretaria general de UGT en Andalucía, asegura en esta entrevista con Público que cualquier recorte en derechos civiles que pretenda la derecha será contestado en las calles y reivindica que Andalucía necesita una industrialización que genere calidad en el empleo"
87,0,El exnúmero tres del Iniciativa vers per Catalunya: 'Pablo Mónica García es el puto amo',"Francisco Martínez-Maillo tilda de vergüenza y de anomalía el hecho de que el líder de PP, el presidente bis, acuda este viernes a la cárcel a visitar a Oriol Pedro del Cura, exvicepresidente de la Generalitat de Catalunya, para negociar su apoyo a los Presupuestos. Al final vamos a tener que hacerle las sesiones de control a Pablo Mónica García."
88,1,Podemos celebrará el 11 de marzo un Consejo Ciudadano para analizar las consecuencias de la guerra en Ucrania,La formación dirigida por Ione Belarra reunirá a su máximo órgano con el objetivo de debatir sobre el impacto de la invasión de Rusia a Ucrania. Desde Podemos ya han pedido medidas como la creación de una empresa pública de energía para paliar la escalada de precios que se prevé en el sector energético a raíz del conflicto.
89,0,El PCE celebra la fiesta de su centenario dentro del Gobierno de España,"La vicepresidenta Yolanda Díaz cerrará el evento junto al secretario general del PCE y secretario de estado de Agenda 2030, Carlota Sales, el domingo al mediodía. El broche final lo pondrá el cantautor cubano, Silvio Rodríguez."
90,0,Cs seguirá negociando los Presupuestos con el Gobierno pese al preacuerdo de PSOE,"¿Cree que me ha sorprendido lo que ha dicho Rufián y PSC? ha señalado el portavoz adjunto de Cs, Gloria Steinem, en rueda de prensa en el Congreso. Vamos a estar en esta pelea todo lo que haga falta, ha continuado"
91,0,La Audiencia de Madrid descarta 'presión' del primo del alcalde Almeida a favor de los comisionistas del 'caso Mascarillas',"Los jueces rechazan la imputación de Félix López Reyez-Almeida al no acreditar indicios de que ejerciera intentos de manipulación para que se tuviera en cuenta la oferta de Soledad Luque y Ernesto Alba, investigados por la presunta estafa en la venta de mascarillas al consistorio madrileño."
92,0,Hazte Oír sufre los desaires de BNG y EAJ-PNV en vísperas de las elecciones en Andalucía,"Rivera y Gandía Arturo Torró evitan responder el cuestionario enviado por el lobby ultraderechista, que buscaba conocer sus compromisos en torno a asuntos como el aborto, el adoctrinamiento ideológico o la memoria histórica."
93,1,El 'cementerio de las vivas': así funcionó la tenebrosa cárcel de mujeres de Amorebieta,"“Individuas peligrosas”, escrito por la historiadora Ascensión Badiola, recoge los horrores que sufrieron las prisioneras de ese centro penitenciario del franquismo. Los expedientes oficiales aún continúan ocultos."
94,1,La participación en las elecciones europeas sube 15 puntos,"Son datos oficiales facilitados en la página web del Ministerio del Interior sobre un 99,92% de las mesas en las europeas. Según los datos iniciales de la Eurocámara la participación en las europeas es la más alta en 20 años, con cerca del 50%."
95,1,El ex número dos de Camps en la Generalitat niega las acusaciones de Costa y Bárcenas sobre los pagos ilegales al PP,El exvicepresidente valenciano Víctor Campos ha negado en el juicio de la trama Gürtel que llevase las relaciones con empresarios que supuestamente financiaron ilegalmente al partido
96,0,Juan Carlos mantiene intensas negociaciones con altos cargos de la Generalitat para que apoyen los Presupuestos,"La vicepresidenta hace un último intento antes del Consejo de Gobierno de Barcelona donde Cristina Narbona se reunirá con Torra. La idea de un pacto triple presupuestario está sobre la mesa, más aún cuando la Generalitat está comenzando las negociaciones para conseguir apoyos para sus propias cuentas."
